8c28009e891853e32f90b73dc35d9a98ecb67e28,Ballz0fSteel/Umeko,Ballz0fSteel,Umeko,master,cogs/economy.py,.py,28206,16,24542445,2,,https://stackoverflow.com/a/24542445,"https://raw.githubusercontent.com/Ballz0fSteel/Umeko/master/cogs/economy.py
"
0eeb7912de29470dd90e7472b621944b8906ec21,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angular.chartjs/0.8.8/angular-chart.js,.js,12823,140,11508164,2,,https://stackoverflow.com/a/11508164,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angular.chartjs/0.8.8/angular-chart.js
"
56d950610fea29240fff04f1d8f9e2067caf8253,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/bootstrap-slider/9.0.0/bootstrap-slider.js,.js,54191,98,846221,1,,https://stackoverflow.com/q/846221,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/bootstrap-slider/9.0.0/bootstrap-slider.js
"
3d7cb548112870c55537e7a436dd11405428a6bc,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/0.0.14/places.js,.js,376372,270,6969486,2,,https://stackoverflow.com/a/6969486,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/0.0.14/places.js
"
5b840d968e0d851d1655ccdabb52754d7e36652a,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/sweetalert2/4.1.5/sweetalert2.js,.js,41277,92,2345915,2,,https://stackoverflow.com/a/2345915,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/sweetalert2/4.1.5/sweetalert2.js
"
a34d6e1ae9405fce329cacd8f66abad6b49c9bec,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/autocomplete.js/0.14.1/autocomplete.jquery.js,.js,54203,78,6969486,2,,https://stackoverflow.com/a/6969486,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/autocomplete.js/0.14.1/autocomplete.jquery.js
"
69c82b62f5eeb7374315f4e36e76c50c05dd32e0,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/tablesorter/2.10.8/jquery.tablesorter.widgets.js,.js,47808,1734,14990971,1,,https://stackoverflow.com/q/14990971,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/tablesorter/2.10.8/jquery.tablesorter.widgets.js
"
b6abaf4ffa8bdab69f125fb8c23694086b646cef,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.0.2/places.js,.js,254941,260,3148441,2,,https://stackoverflow.com/a/3148441,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.0.2/places.js
"
0f63a6a41181fab6119e17bbaac5ff060ad608a4,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angular.textangular/1.5.0/textAngular.js,.js,130357,316,6804718,2,,https://stackoverflow.com/a/6804718,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angular.textangular/1.5.0/textAngular.js
"
6d091688ff1459497a71dc92932cc340a776f734,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/sweetalert2/4.2.8/sweetalert2.js,.js,45889,92,5999998,1,,https://stackoverflow.com/q/5999998,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/sweetalert2/4.2.8/sweetalert2.js
"
e97995f904fe40e0985725b2fd38af0da1cb3e27,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.10.2/algoliasearch.parse.js,.js,183618,219,3148441,2,,https://stackoverflow.com/a/3148441,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.10.2/algoliasearch.parse.js
"
3234ae4dad1ed6bbf4d97186280fdabb22954880,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/docsearch.js/2.0.3/docsearch.js,.js,374569,184,6969486,2,,https://stackoverflow.com/a/6969486,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/docsearch.js/2.0.3/docsearch.js
"
f846561291dd3de4514d98d149ca1c537c119a71,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angular.textangular/1.5.6/textAngular.umd.js,.js,176061,230,4169160,1,,https://stackoverflow.com/q/4169160,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angular.textangular/1.5.6/textAngular.umd.js
"
59fdd5b6b89c53c2f002ada09ee99f52963193ab,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/jquery.handsontable/0.10.0b4/jquery.handsontable.full.js,.js,404409,5508,5379120,1,,https://stackoverflow.com/q/5379120,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/jquery.handsontable/0.10.0b4/jquery.handsontable.full.js
"
bc6ed42f51cd05928db1300889f2a54907677829,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/fuelux/3.6.5/js/fuelux.js,.js,200650,330,2182246,1,,https://stackoverflow.com/q/2182246,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/fuelux/3.6.5/js/fuelux.js
"
9f27a70283acf0ef0b0a5839d2096bbc83ef098a,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/jquery.handsontable/0.10.3/jquery.handsontable.full.js,.js,430761,5520,1502385,1,,https://stackoverflow.com/q/1502385,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/jquery.handsontable/0.10.3/jquery.handsontable.full.js
"
281b35d0bbac839363c6a4f40283a102c2884519,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/tablesorter/2.11.1/js/jquery.tablesorter.widgets.js,.js,48254,1940,5312849,1,,https://stackoverflow.com/q/5312849,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/tablesorter/2.11.1/js/jquery.tablesorter.widgets.js
"
5f4e71db5df17c93ac64bd7308f2c8392849a5d7,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.9.3/algoliasearch.parse.js,.js,156379,237,3148441,2,,https://stackoverflow.com/a/3148441,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.9.3/algoliasearch.parse.js
"
5caa110ddecba4f34695a6831f081b2cb2f2a7aa,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angular.file-upload/12.2.11/FileAPI.js,.js,104332,5776,8856628,1,,https://stackoverflow.com/q/8856628,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angular.file-upload/12.2.11/FileAPI.js
"
ca001d745776e8b4ebca879964b8f0ae896e4909,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/card/2.0.3/card.js,.js,92037,39,26603875,2,,https://stackoverflow.com/a/26603875,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/card/2.0.3/card.js
"
acfc727c8f1e9e2f30792643acbadd83b07096b9,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/jquery.handsontable/0.9.10/jquery.handsontable.js,.js,317740,4994,4643249,1,,https://stackoverflow.com/q/4643249,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/jquery.handsontable/0.9.10/jquery.handsontable.js
"
767f80023a36d9c36d350880741b199f2df0f702,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/pouchdb/2.1.1/pouchdb.js,.js,232786,1881,14967647,1,,https://stackoverflow.com/q/14967647,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/pouchdb/2.1.1/pouchdb.js
"
daa6975c613a8dfeb1e93de6e9d7295c703556ff,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/threejs/r53/three.js,.js,807316,1720,498970,1,,https://stackoverflow.com/q/498970,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/threejs/r53/three.js
"
f22818f75a42f8ccf8fa6d9cb09f9bacd6d9d176,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angular.textangular/1.5.10/textAngular.js,.js,163380,282,6804718,2,,https://stackoverflow.com/a/6804718,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angular.textangular/1.5.10/textAngular.js
"
6ecc8f8f77caee19752c241935b16991f3c0c3d9,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angularjs/1.0.4/angular-bootstrap-prettify.js,.js,69783,210,195363,1,,https://stackoverflow.com/q/195363,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angularjs/1.0.4/angular-bootstrap-prettify.js
"
6effa0ab0ac92b96e3c210902baf25d143ff6780,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/autocomplete.js/0.21.8/autocomplete.js,.js,110798,46,6969486,2,,https://stackoverflow.com/a/6969486,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/autocomplete.js/0.21.8/autocomplete.js
"
c6684b340355ae22317d3e102e76ffa54de5ac11,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.1.5/places.js,.js,245580,208,3148441,2,,https://stackoverflow.com/a/3148441,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.1.5/places.js
"
fa84d4f4f524775e603db3ea8753c7e8fd966bba,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/parsleyjs/2.0.6/parsley.remote.js,.js,99507,446,19999388,1,,https://stackoverflow.com/q/19999388,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/parsleyjs/2.0.6/parsley.remote.js
"
c9ed357a77bc1a17389063d2244b213502b699aa,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/autocomplete.js/0.3.0/autocomplete.angular.js,.js,158268,146,6969486,2,,https://stackoverflow.com/a/6969486,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/autocomplete.js/0.3.0/autocomplete.angular.js
"
0ddae741490231726d6dc76995c426040f4015a2,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angular.textangular/1.5.9/textAngular.min.js,.js,122053,144,6140632,1,,https://stackoverflow.com/q/6140632,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angular.textangular/1.5.9/textAngular.min.js
"
a6318c01cd3679273f1191b826b8184ffe141744,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/fuelux/3.3.1/js/fuelux.js,.js,189521,412,2182246,1,,https://stackoverflow.com/q/2182246,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/fuelux/3.3.1/js/fuelux.js
"
65b04098cd7eb68c3f21d0bb4e0d290dc00cec69,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.10.0/algoliasearch.js,.js,208606,744,3148441,2,,https://stackoverflow.com/a/3148441,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.10.0/algoliasearch.js
"
42f0bea48847d10bae1352e58754c40fed223520,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/fuelux/3.7.3/js/fuelux.js,.js,204439,272,2182246,1,,https://stackoverflow.com/q/2182246,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/fuelux/3.7.3/js/fuelux.js
"
20f1555571bbe944ae10fc8503e2f1b0d55f5743,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/eruda/1.0.3/eruda.js,.js,721424,48,3952009,1,,https://stackoverflow.com/q/3952009,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/eruda/1.0.3/eruda.js
"
b49417e7165c3a43496dee70d4afd41282cfa9fa,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.1.2/places.js,.js,254941,260,3148441,2,,https://stackoverflow.com/a/3148441,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.1.2/places.js
"
680ee2d9c3c24e4d011096a19cbe5eb2856377a9,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angular.textangular/1.5.6-0/textAngular.js,.js,138006,184,6140632,1,,https://stackoverflow.com/q/6140632,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angular.textangular/1.5.6-0/textAngular.js
"
b6abaf4ffa8bdab69f125fb8c23694086b646cef,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.0.2/places.js,.js,254941,260,26603875,2,,https://stackoverflow.com/a/26603875,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.0.2/places.js
"
8f8fb92c2d3914e07e2827e0dfe22954c9c7d2c1,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/0.0.10/places.js,.js,370175,270,3148441,2,,https://stackoverflow.com/a/3148441,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/0.0.10/places.js
"
49185a4fa2ee5e7ca3d1d552438df56ef3d4c4e4,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/amcharts/3.20.13/plugins/export/libs/fabric.js/fabric.js,.js,738777,1194,24765528,2,,https://stackoverflow.com/a/24765528,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/amcharts/3.20.13/plugins/export/libs/fabric.js/fabric.js
"
ccaae503bf318a86fe0b795617a37af0c357855f,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.4.1/places.js,.js,256272,192,6969486,2,,https://stackoverflow.com/a/6969486,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.4.1/places.js
"
3ebe7c9ea1286d731ff31ea83db48c372364d29a,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/sweetalert2/4.2.5/sweetalert2.js,.js,43649,92,5999998,1,,https://stackoverflow.com/q/5999998,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/sweetalert2/4.2.5/sweetalert2.js
"
106a232899423d56cbcd91ad333d4756834b252f,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/autocomplete.js/0.21.6/autocomplete.js,.js,107570,46,6969486,2,,https://stackoverflow.com/a/6969486,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/autocomplete.js/0.21.6/autocomplete.js
"
13dd258a3c61dbb57577481123126f292dd685cf,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/clappr/0.0.71/clappr.js,.js,337821,411,4285627,1,,https://stackoverflow.com/q/4285627,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/clappr/0.0.71/clappr.js
"
127648cfa05cf2e01a3488cc80b57460e3dea411,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/autocomplete.js/0.3.0/autocomplete.jquery.js,.js,158564,146,6969486,2,,https://stackoverflow.com/a/6969486,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/autocomplete.js/0.3.0/autocomplete.jquery.js
"
c00cfe5424860ac4dce0ecf9bd21c81d8456b914,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/0.0.6/places.js,.js,369340,270,3148441,2,,https://stackoverflow.com/a/3148441,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/0.0.6/places.js
"
eb72addf8f014788fc2361cfc094a54ad8488598,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angular.file-upload/12.2.3/ng-file-upload.js,.js,80431,47,14731922,2,,https://stackoverflow.com/a/14731922,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angular.file-upload/12.2.3/ng-file-upload.js
"
2dd9f56c23e371561aeea6c1e369bae7aa22d08f,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/bootstrap-slider/9.3.2/bootstrap-slider.js,.js,61423,96,10454518,1,,https://stackoverflow.com/q/10454518,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/bootstrap-slider/9.3.2/bootstrap-slider.js
"
36b427176e252c5a5f2b212e8f78c644260dce77,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angular.textangular/1.5.11/textAngular.umd.js,.js,208377,322,6140632,1,,https://stackoverflow.com/q/6140632,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angular.textangular/1.5.11/textAngular.umd.js
"
884a0f3df0025071bfb4a85cdeabf583842700fe,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/0.31.0/places.js,.js,248848,260,3148441,2,,https://stackoverflow.com/a/3148441,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/0.31.0/places.js
"
d8d693db98cca563be3755bfcf7d9342abec29c5,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/rapidoid/5.1.3/rapidoid.min.js,.js,770948,256,17417607,1,,https://stackoverflow.com/q/17417607,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/rapidoid/5.1.3/rapidoid.min.js
"
b28cbd18989513aba18a7465a74b71c5d740b332,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angular-base-apps/1.2.7-6/base-apps.js,.js,89352,36,19224028,1,,https://stackoverflow.com/q/19224028,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angular-base-apps/1.2.7-6/base-apps.js
"
1bc9a78ea18b290fdc7a0e5b8cf5dc0a18e0bad9,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/clappr/0.0.69/clappr.js,.js,342175,411,4285627,1,,https://stackoverflow.com/q/4285627,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/clappr/0.0.69/clappr.js
"
3d56ba71116765d9aeb17ddf3209ee4ee44fa900,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/pixi.js/3.0.3/pixi.js,.js,761166,1415,15786966,1,,https://stackoverflow.com/q/15786966,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/pixi.js/3.0.3/pixi.js
"
f7ef00f2888eba346ddfd95c1477b3cdc83c1a6c,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/fuelux/3.1.0/js/fuelux.js,.js,184442,415,2182246,1,,https://stackoverflow.com/q/2182246,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/fuelux/3.1.0/js/fuelux.js
"
ff840844a3ca4cc966c84e79daa261eb300a7d02,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.0.0/placesAutocompleteDataset.js,.js,30555,52,26603875,2,,https://stackoverflow.com/a/26603875,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.0.0/placesAutocompleteDataset.js
"
d350195b0d0549508240c5ac83ed84a7ef7834ee,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/free-jqgrid/4.9.0/plugins/jquery.createcontexmenufromnavigatorbuttons.js,.js,5069,942,29048089,2,,https://stackoverflow.com/a/29048089,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/free-jqgrid/4.9.0/plugins/jquery.createcontexmenufromnavigatorbuttons.js
"
a4852dec737656d5beb52a1f1caa54ea25d56725,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/0.24.0/places.js,.js,247264,260,26603875,2,,https://stackoverflow.com/a/26603875,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/0.24.0/places.js
"
b450ff0cf0ee242a5cf29ecc33ea49832ec3f3d2,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angularjs/1.1.2/angular-bootstrap-prettify.js,.js,69783,210,451486,1,,https://stackoverflow.com/q/451486,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angularjs/1.1.2/angular-bootstrap-prettify.js
"
77daca1c5f136d2a66911ea4fd90dfa157d3034a,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/pouchdb/5.3.1/pouchdb.js,.js,363294,354,14967647,1,,https://stackoverflow.com/q/14967647,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/pouchdb/5.3.1/pouchdb.js
"
b80cee4d87f0360cbac9182b47d36b184a3df4e4,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.4.0/placesInstantsearchWidget.js,.js,258164,192,6969486,2,,https://stackoverflow.com/a/6969486,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.4.0/placesInstantsearchWidget.js
"
abff4635fa136b22897bee947c4f00a7ee6b6e1f,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/leaflet.esri/1.0.4/esri-leaflet-src.js,.js,111271,11,1165647,1,,https://stackoverflow.com/q/1165647,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/leaflet.esri/1.0.4/esri-leaflet-src.js
"
792d4b5c267f92baee3d9b148bdf8f57632064e1,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angular.file-upload/12.2.11/ng-file-upload-all.js,.js,95565,49,14731922,2,,https://stackoverflow.com/a/14731922,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angular.file-upload/12.2.11/ng-file-upload-all.js
"
5128dbdf35ce42624b86e29257fb5b4824667d9d,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/mojs-curve-editor/1.0.2/mojs-curve-editor.js,.js,372772,18,26603875,2,,https://stackoverflow.com/a/26603875,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/mojs-curve-editor/1.0.2/mojs-curve-editor.js
"
5cc59118b588b7affdb46bcee2266fa3a9f7dd7a,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/vue/2.0.0-alpha.2/vue.js,.js,173865,52,28210364,2,,https://stackoverflow.com/a/28210364,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/vue/2.0.0-alpha.2/vue.js
"
8007b0535c7433cb214ec2aa46f19854bab22354,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.0.2/placesInstantsearchWidget.js,.js,258085,260,26603875,2,,https://stackoverflow.com/a/26603875,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.0.2/placesInstantsearchWidget.js
"
b0034dcade951f9662015b7a04e324c3b98060bc,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/jquery.handsontable/0.9.6/jquery.handsontable.full.js,.js,376089,4077,3629183,1,,https://stackoverflow.com/q/3629183,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/jquery.handsontable/0.9.6/jquery.handsontable.full.js
"
e41afd519cd43c18420e94231fc67477baa35ddf,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/cesium/b17/Cesium.js,.js,947574,105,57803,1,,https://stackoverflow.com/q/57803,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/cesium/b17/Cesium.js
"
